Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Quarter,Month,Week,Day,Lag_52_Sales,Lag_1_Sales,Rolling_Mean_3W,Rolling_Std_3W,Season_Autumn,Season_Spring,Season_Summer,Season_Winter
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,1,6,1444732.28,1497462.72,1882942.7933333332,386366.1624427648,0,0,0,1
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,1,2,13,1391013.96,1550369.92,1772673.8766666667,431672.05022941815,0,0,0,1
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,1,3,20,1327405.42,1459601.17,1502477.9366666665,45591.72943419743,0,0,0,1
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,1,4,27,1316899.31,1394393.84,1468121.6433333333,78336.34681557436,0,0,0,1
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,1,2,5,3,1606629.58,1319325.59,1391106.866666667,70195.53213243102,0,0,0,1
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,1,2,6,10,1649614.93,1636339.65,1450019.6933333334,165665.7937798789,0,0,0,1
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,1,2,7,17,1686842.78,1802477.43,1586047.5566666666,245470.76427292285,0,0,0,1
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,1,2,8,24,1456800.28,1819870.0,1752895.6933333334,101314.40569308061,0,0,0,1
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,1,3,9,2,1636263.41,1539387.83,1720578.42,157156.4437152097,0,1,0,0
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,1,3,10,9,1553191.63,1688420.76,1682559.53,140332.9164337847,0,1,0,0
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,1,3,11,16,1576818.06,1675431.16,1634413.25,82550.31957341034,0,1,0,0
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,1,3,12,23,1541102.38,1677472.78,1680441.5666666667,6985.177001612088,0,1,0,0
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,1,3,13,30,1495064.75,1511068.07,1621324.0033333332,95489.89569299636,0,1,0,0
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,2,4,14,6,1614259.35,1649604.63,1612715.1600000001,89124.94951026126,0,1,0,0
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,2,4,15,13,1559889.0,1899676.88,1686783.1933333334,196954.01996672145,0,1,0,0
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,2,4,16,20,1564819.81,1621031.7,1723437.7366666666,153294.7481629629,0,1,0,0
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,2,4,17,27,1455090.69,1521577.87,1680762.1500000001,195998.75084715872,0,1,0,0
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,2,5,18,4,1629391.28,1468928.37,1537179.3133333335,77242.5370170789,0,1,0,0
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,2,5,19,11,1604775.58,1684519.99,1558342.076666667,112399.4742978287,0,1,0,0
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,2,5,20,18,1428218.27,1611096.05,1588181.47,109607.23122124949,0,1,0,0
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,2,5,21,25,1466046.67,1595901.87,1630505.97,47390.41616074226,0,1,0,0
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,2,6,22,1,1635078.41,1555444.55,1587480.8233333335,28765.56766838069,0,0,1,0
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,2,6,23,8,1588948.32,1624477.58,1591941.3333333333,34686.51316810726,0,0,1,0
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,2,6,24,15,1532114.86,1697230.96,1625717.6966666665,70901.3394244579,0,0,1,0
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,2,6,25,22,1438830.15,1630607.0,1650771.8466666667,40351.324094428805,0,0,1,0
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,2,6,26,29,1488538.09,1527845.81,1618561.2566666666,85332.62687548054,0,0,1,0
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,3,7,27,6,1534849.64,1540421.49,1566291.4333333333,56052.70750469141,0,0,1,0
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,3,7,28,13,1455119.97,1769854.16,1612707.1533333333,136238.4791829591,0,0,1,0
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,3,7,29,20,1396926.82,1527014.04,1612429.8966666665,136498.12798499322,0,0,1,0
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,3,7,30,27,1352219.79,1497954.76,1598274.32,149301.17735419498,0,0,1,0
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,3,8,31,3,1624383.75,1439123.71,1488030.8366666667,44777.68102103893,0,0,1,0
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,3,8,32,10,1525147.09,1631135.79,1522738.0866666667,98375.91004398293,0,0,1,0
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,3,8,33,17,1530761.43,1592409.97,1554223.156666667,101542.27814510482,0,0,1,0
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,3,8,34,24,1464693.46,1597868.05,1607137.9366666668,20961.1636789961,0,0,1,0
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,3,8,35,31,1550229.22,1494122.38,1561466.8,58385.79311933669,0,0,1,0
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,3,9,36,7,1540471.24,1582083.4,1558024.61,55900.89483304709,1,0,0,0
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,3,9,37,14,1514259.78,1661767.33,1579324.37,83856.52330040478,1,0,0,0
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,3,9,38,21,1380020.27,1517428.87,1587093.2000000002,72299.5251078656,1,0,0,0
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,3,9,39,28,1394561.83,1506126.06,1561774.0866666667,86780.90177402805,1,0,0,0
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,4,10,40,5,1630989.95,1437059.26,1486871.3966666665,43507.18444059965,1,0,0,0
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,4,10,41,12,1493525.93,1670785.97,1537990.43,120077.25554191702,1,0,0,0
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,4,10,42,19,1502562.78,1573072.81,1560306.0133333334,117385.20803194118,1,0,0,0
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,4,10,43,26,1445249.09,1508068.77,1583975.8499999999,81904.69464500311,1,0,0,0
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2010,1,2,5,5,1035127.1478412698,1047210.4649170579,1047132.9692296297,71789.19285307507,0,0,0,1
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2010,1,2,6,12,1035127.1478412698,2136989.46,1047132.9692296297,71789.19285307507,0,0,0,1
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2010,1,2,7,19,1035127.1478412698,2137809.5,1047132.9692296297,71789.19285307507,0,0,0,1
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,2010,1,2,8,26,1035127.1478412698,2124451.54,2133083.5,7486.7326973519985,0,0,0,1
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2010,1,3,9,5,1035127.1478412698,1865097.27,2042452.7700000003,153739.51609468498,0,1,0,0
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2010,1,3,10,12,1035127.1478412698,1991013.13,1993520.6466666665,129695.31630588452,0,1,0,0
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2010,1,3,11,19,1035127.1478412698,1990483.78,1948864.7266666666,72545.22830729146,0,1,0,0
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,2010,1,3,12,26,1035127.1478412698,1946070.88,1975855.93,25795.967814418247,0,1,0,0
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2010,2,4,13,2,1035127.1478412698,1750197.81,1895584.1566666665,127851.54973410624,0,1,0,0
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2010,2,4,14,9,1035127.1478412698,2066187.72,1920818.8033333335,159501.27377998087,0,1,0,0
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2010,2,4,15,16,1035127.1478412698,1954689.21,1923691.58,160259.30738857161,0,1,0,0
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,2010,2,4,16,23,1035127.1478412698,1874957.94,1965278.29,96053.64985853943,0,1,0,0
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,2,4,17,30,1035127.1478412698,1821990.93,1883879.36,66797.47135821778,0,1,0,0
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,2,5,18,7,1035127.1478412698,1802450.29,1833133.0533333335,37515.99674021832,0,1,0,0
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,2,5,19,14,1035127.1478412698,2042581.71,1889007.6433333333,133357.4318038021,0,1,0,0
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,2,5,20,21,1035127.1478412698,1880752.36,1908594.7866666669,122462.95464270248,0,1,0,0
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,2,5,21,28,1035127.1478412698,1896937.1,1940090.39,89128.21920538764,0,1,0,0
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,2,6,22,4,1035127.1478412698,1957113.89,1911601.116666667,40237.368882487746,0,0,1,0
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,2,6,23,11,1035127.1478412698,2102539.93,1985530.3066666666,105705.96235847991,0,0,1,0
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,2,6,24,18,1035127.1478412698,2025538.76,2028397.5266666666,72755.15574625047,0,0,1,0
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,2,6,25,25,1035127.1478412698,2001636.96,2043238.55,52728.6853926609,0,0,1,0
