Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Year,Quarter,Month,Week,Day,Lag_1_Sales,Lag_7_Sales,Rolling_Mean_3,Rolling_Mean_10,Rolling_Std_3,Price_Change,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,Method_In-store,Method_Online,Method_Outlet
0,1185732,2021-02-12,1,1,1,0,45.0,575,258750.0,108500.0,0.45,2021,1,2,6,12,4147.0,165000.0,4026.0,63907.3,1041.7835667812365,14.0,0,0,0,1,1,0,0
0,1185732,2021-02-12,1,1,1,1,45.0,225,101250.0,45562.5,0.45,2021,1,2,6,12,258750.0,7392.0,89299.66666666667,76657.3,146748.91603120393,0.0,0,0,0,1,1,0,0
0,1185732,2021-02-12,1,1,1,2,35.0,275,96250.0,33687.5,0.35,2021,1,2,6,12,101250.0,4719.0,121382.33333333333,75532.3,128489.90246837818,-10.0,0,0,0,1,1,0,0
0,1185732,2021-02-12,1,2,2,3,40.0,150,60000.0,21000.0,0.35,2021,1,2,6,12,96250.0,3634.0,152083.33333333334,64907.3,92409.86599564645,5.0,0,0,0,1,1,0,0
0,1185732,2021-02-12,1,2,2,4,55.00000000000001,225,123750.0,43312.5,0.35,2021,1,2,6,12,60000.0,2929.0,85833.33333333333,54407.3,22511.57109873353,14.0,0,0,0,1,1,0,0
0,1185732,2021-02-12,1,2,2,5,45.0,325,146250.0,58499.99999999999,0.3999999999999999,2021,1,2,6,12,123750.0,5002.0,93333.33333333333,66043.1,31974.925071582802,-10.000000000000007,0,0,0,1,1,0,0
0,1185732,2021-02-12,1,1,1,0,41.0,167,6847.0,3834.32,0.56,2021,1,2,6,12,146250.0,4147.0,110000.0,80196.2,44738.825420433204,-4.0,0,0,0,1,0,1,0
0,1185732,2021-02-12,1,1,1,1,44.0,61,2684.0,1610.4,0.6,2021,1,2,6,12,6847.0,258750.0,92282.33333333333,80517.5,74839.55930076909,3.0,0,0,0,1,0,1,0
0,1185732,2021-02-12,1,1,1,2,33.0,74,2442.0,1221.0,0.5,2021,1,2,6,12,2684.0,101250.0,51927.0,80493.0,81712.62992340904,-11.0,0,0,0,1,0,1,0
0,1185732,2021-02-12,1,2,2,3,36.0,45,1620.0,745.1999999999999,0.4599999999999999,2021,1,2,6,12,2442.0,96250.0,3991.0,80237.0,2476.326513205559,3.0,0,0,0,1,0,1,0
0,1185732,2021-02-12,1,2,2,4,54.0,63,3402.0,1701.0,0.5,2021,1,2,6,12,1620.0,60000.0,2248.6666666666665,79984.3,557.7251413897452,14.0,0,0,0,1,0,1,0
0,1185732,2021-02-12,1,2,2,5,43.0,85,3655.0,1973.7,0.54,2021,1,2,6,12,3402.0,123750.0,2488.0,54449.5,891.8901277651119,-11.0,0,0,0,1,0,1,0
0,1185732,2021-02-12,1,1,1,0,33.0,184,6072.0,2853.84,0.47,2021,1,2,6,12,3655.0,146250.0,2892.3333333333335,44690.0,1109.1106046459854,-10.0,0,0,0,1,0,0,1
0,1185732,2021-02-12,1,1,1,1,33.0,72,2376.0,1116.72,0.47,2021,1,2,6,12,6072.0,6847.0,4376.333333333333,35672.2,1473.928876621297,0.0,0,0,0,1,0,0,1
0,1185732,2021-02-12,1,1,1,2,25.0,85,2125.0,849.9999999999999,0.3999999999999999,2021,1,2,6,12,2376.0,2684.0,4034.3333333333335,29909.8,1876.9721184232158,-8.0,0,0,0,1,0,0,1
0,1185732,2021-02-12,1,2,2,3,30.0,48,1440.0,547.2,0.38,2021,1,2,6,12,2125.0,2442.0,3524.3333333333335,17747.3,2209.910480842642,5.0,0,0,0,1,0,0,1
0,1185732,2021-02-12,1,2,2,4,36.0,68,2448.0,954.72,0.3899999999999999,2021,1,2,6,12,1440.0,1620.0,1980.3333333333333,3266.3,484.47944573348445,6.0,0,0,0,1,0,0,1
0,1185732,2021-02-12,1,2,2,5,35.0,107,3745.0,1760.15,0.47,2021,1,2,6,12,2448.0,3402.0,2004.3333333333333,2826.4,514.719664806216,-1.0,0,0,0,1,0,0,1
0,1185732,2021-02-19,1,2,2,0,50.0,575,300000.0,108500.0,0.4,2021,1,2,7,19,3745.0,3655.0,2544.3333333333335,2932.5,1155.515613628046,14.0,0,0,0,1,1,0,0
0,1185732,2021-02-19,1,2,2,1,50.0,250,125000.0,50000.0,0.4,2021,1,2,7,19,300000.0,6072.0,102064.33333333333,32688.3,171418.54233522504,0.0,0,0,0,1,1,0,0
0,1185732,2021-02-19,1,2,2,2,40.0,300,120000.0,36000.0,0.3,2021,1,2,7,19,125000.0,2376.0,142915.0,45026.3,148937.7946493099,-10.0,0,0,0,1,1,0,0
0,1185732,2021-02-19,1,5,5,3,44.99999999999999,200,89999.99999999999,27000.0,0.3,2021,1,2,7,19,120000.0,2125.0,181666.66666666666,56686.1,102510.16209787854,4.999999999999993,0,0,0,1,1,0,0
0,1185732,2021-02-19,1,5,5,4,60.00000000000001,275,165000.00000000003,49500.00000000001,0.3,2021,1,2,7,19,89999.99999999999,1440.0,111666.66666666667,65320.6,18929.694486000863,14.0,0,0,0,1,1,0,0
0,1185732,2021-02-19,1,5,5,5,50.0,375,187500.0,65625.0,0.35,2021,1,2,7,19,165000.00000000003,2448.0,125000.0,81213.4,37749.17217635374,-10.000000000000007,0,0,0,1,1,0,0
0,1185732,2021-02-19,1,2,2,0,49.0,180,8820.0,4674.6,0.53,2021,1,2,7,19,187500.0,3745.0,147500.0,99725.8,51051.44464165534,-1.0,0,0,0,1,0,1,0
0,1185732,2021-02-19,1,2,2,1,45.0,75,3375.0,1721.25,0.51,2021,1,2,7,19,8820.0,300000.0,120440.0,100395.3,97318.19357139753,-4.0,0,0,0,1,0,1,0
0,1185732,2021-02-19,1,2,2,2,39.0,90,3510.0,1544.4,0.44,2021,1,2,7,19,3375.0,125000.0,66565.0,100588.8,104768.16155206693,-6.0,0,0,0,1,0,1,0
0,1185732,2021-02-19,1,5,5,3,42.0,58,2436.0,1047.48,0.43,2021,1,2,7,19,3510.0,120000.0,5235.0,100695.0,3105.4347521711566,3.0,0,0,0,1,0,1,0
0,1185732,2021-02-19,1,5,5,4,56.0,83,4648.0,1998.64,0.43,2021,1,2,7,19,2436.0,89999.99999999999,3107.0,100564.1,585.0102563137167,14.0,0,0,0,1,0,1,0
0,1185732,2021-02-19,1,5,5,5,46.0,98,4508.0,2163.84,0.48,2021,1,2,7,19,4648.0,165000.00000000003,3531.3333333333335,71028.9,1106.1542990584958,-10.0,0,0,0,1,0,1,0
0,1185732,2021-02-19,1,2,2,0,34.0,186,6324.0,2782.56,0.44,2021,1,2,7,19,4508.0,187500.0,3864.0,58979.7,1238.6637961901824,-12.0,0,0,0,1,0,0,1
0,1185732,2021-02-19,1,2,2,1,37.0,85,3145.0,1352.35,0.43,2021,1,2,7,19,6324.0,8820.0,5160.0,47612.1,1010.481073544839,3.0,0,0,0,1,0,0,1
0,1185732,2021-02-19,1,2,2,2,31.0,96,2976.0,1011.84,0.3399999999999999,2021,1,2,7,19,3145.0,3375.0,4659.0,38926.6,1594.87021415296,-6.0,0,0,0,1,0,0,1
0,1185732,2021-02-19,1,5,5,3,31.0,68,2108.0,716.7199999999999,0.3399999999999999,2021,1,2,7,19,2976.0,3510.0,4148.333333333333,22724.2,1886.0764388872522,0.0,0,0,0,1,0,0,1
0,1185732,2021-02-19,1,5,5,4,41.0,96,3936.0,1298.88,0.3299999999999999,2021,1,2,7,19,2108.0,2436.0,2743.0,4185.0,556.3802656387292,10.0,0,0,0,1,0,0,1
0,1185732,2021-02-19,1,5,5,5,36.0,124,4464.0,1785.6,0.3999999999999999,2021,1,2,7,19,3936.0,4648.0,3006.6666666666665,3696.6,914.3857683306145,-5.0,0,0,0,1,0,0,1
0,1185732,2021-02-22,3,4,4,0,55.00000000000001,575,300000.00000000006,108500.0,0.35,2021,1,2,8,22,4464.0,4508.0,3502.6666666666665,3805.5,1236.3322099361444,14.0,0,0,0,1,0,0,1
0,1185732,2021-02-22,3,4,4,1,55.00000000000001,225,123750.0,43312.50000000001,0.35,2021,1,2,8,22,300000.00000000006,6324.0,108216.66666666669,35079.50000000001,180162.34492627293,0.0,0,0,0,1,0,0,1
0,1185732,2021-02-22,3,4,4,2,45.0,275,123750.0,30937.5,0.25,2021,1,2,8,22,123750.0,3145.0,148154.6666666667,47210.90000000001,157319.16051560073,-10.000000000000007,0,0,0,1,0,0,1
0,1185732,2021-02-22,3,4,4,3,49.99999999999999,175,87499.99999999999,21875.0,0.25,2021,1,2,8,22,123750.0,2976.0,187916.66666666666,59121.1,111139.92681900301,4.999999999999993,0,0,0,1,0,0,1
0,1185732,2021-02-22,3,4,4,4,65.00000000000001,250,162500.00000000003,40625.00000000001,0.25,2021,1,2,8,22,87499.99999999999,2108.0,111666.66666666667,67420.3,20928.947258123822,14.0,0,0,0,1,0,0,1
0,1185732,2021-02-22,3,4,4,5,55.00000000000001,350,192500.00000000003,57750.00000000001,0.3,2021,1,2,8,22,162500.00000000003,3936.0,124583.33333333333,83037.9,37506.943801559355,-10.000000000000007,0,0,0,1,0,0,1
0,1185732,2021-02-22,2,3,3,0,40.0,550,220000.0,88000.0,0.4,2021,1,2,8,22,192500.00000000003,4464.0,147500.0,101973.40000000001,54083.26913195986,-15.000000000000007,0,0,0,1,0,1,0
0,1185732,2021-02-22,2,3,3,1,40.0,200,80000.0,28000.0,0.35,2021,1,2,8,22,220000.0,300000.00000000006,191666.66666666666,123675.8,28759.05654456239,0.0,0,0,0,1,0,1,0
0,1185732,2021-02-22,2,3,3,2,30.000000000000004,250,75000.00000000001,30000.000000000007,0.4,2021,1,2,8,22,80000.0,123750.0,164166.66666666666,131465.0,74176.0293715789,-9.999999999999996,0,0,0,1,0,1,0
0,1185732,2021-02-22,0,6,6,3,35.0,125,43750.0,17500.0,0.4,2021,1,2,8,22,75000.00000000001,123750.0,125000.00000000001,138571.4,82310.38816577164,4.9999999999999964,0,0,0,1,0,1,0
0,1185732,2021-02-22,0,6,6,4,49.99999999999999,200,100000.0,34999.99999999999,0.35,2021,1,2,8,22,43750.0,87499.99999999999,66250.0,142500.0,19645.292056877028,14.0,0,0,0,1,0,1,0
0,1185732,2021-02-22,0,6,6,5,40.0,300,120000.0,48000.0,0.4,2021,1,2,8,22,100000.0,162500.00000000003,72916.66666666667,120875.0,28182.810955143017,-9.999999999999993,0,0,0,1,0,1,0
0,1185732,2021-02-22,3,4,4,0,51.0,173,8823.0,4146.81,0.47,2021,1,2,8,22,120000.0,192500.00000000003,87916.66666666667,120500.0,39535.05828164833,11.0,0,0,0,1,0,1,0
0,1185732,2021-02-22,3,4,4,1,53.0,65,3445.0,1653.6,0.48,2021,1,2,8,22,8823.0,220000.0,76274.33333333333,109007.3,59264.3381497957,2.0,0,0,0,1,0,1,0
0,1185732,2021-02-22,3,4,4,2,43.0,77,3311.0,1225.07,0.37,2021,1,2,8,22,3445.0,80000.0,44089.333333333336,100601.80000000002,65795.53713082163,-10.0,0,0,0,1,0,1,0
0,1185732,2021-02-22,3,4,4,3,49.0,46,2254.0,879.0600000000001,0.39,2021,1,2,8,22,3311.0,75000.00000000001,5193.0,84682.9,3144.3861086056713,6.0,0,0,0,1,0,1,0
0,1185732,2021-02-22,3,4,4,4,60.0,75,4500.0,1710.0,0.38,2021,1,2,8,22,2254.0,43750.0,3003.3333333333335,65658.3,652.3912425266944,11.0,0,0,0,1,0,1,0
0,1185732,2021-02-22,3,4,4,5,52.0,102,5304.0,2333.76,0.44,2021,1,2,8,22,4500.0,100000.0,3355.0,44108.3,1123.6462966575427,-8.0,0,0,0,1,0,1,0
0,1185732,2021-02-22,2,3,3,0,38.0,138,5244.0,2779.32,0.53,2021,1,2,8,22,5304.0,120000.0,4019.3333333333335,36638.7,1580.7926281854877,-14.0,0,0,0,1,0,1,0
